what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350137994208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350137994474
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350137994489
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138010745
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138017095
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1350138059246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350138062054
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1350138072319
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350138207212
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138208413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138210098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138210396
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350138210411
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138238586
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138242891
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138250223
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138257119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350138423618
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138443945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138444849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138445910
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350138446331
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138448453
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1350138478358
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1350138489153
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1350138489247
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138490262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138499435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138500979
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138501556
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1350138567498
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1350138567576
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350138570213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138571508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138573302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138574347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138578404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138583740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138584926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138585878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138595394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138605269
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138606361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138607282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138626470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138631057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138969755
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138976026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138976906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138977986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350138999721
